Year,State,Yes,No,Category,Condition,Location 1
1996,Rhode Island,87%,13%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Rhode Island
(41.70828019300046, -71.52247031399963)"
1999,Mississippi,82.90%,17.10%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Mississippi
(32.745510099000455, -89.53803082499968)"
1996,Maryland,88.60%,11.40%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Maryland
(39.29058096400047, -76.60926011099963)"
2005,Iowa,89.30%,10.70%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Iowa
(42.46940091300047, -93.81649055599968)"
2008,New Hampshire,88.10%,11.90%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"New Hampshire
(43.65595011300047, -71.50036091999965)"
1999,New Hampshire,88.90%,11.10%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"New Hampshire
(43.65595011300047, -71.50036091999965)"
2004,Montana,76.90%,23.10%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Montana
(47.06652897200047, -109.42442064499971)"
2000,Nevada,86.40%,13.60%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Nevada
(39.493240390000494, -117.07184056399967)"
1995,Florida,80.80%,19.20%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Florida
(28.932040377000476, -81.92896053899966)"
2000,Arizona,79.30%,20.70%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Arizona
(34.865970280000454, -111.76381127699972)"
2008,Idaho,81.50%,18.50%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Idaho
(43.682630005000476, -114.3637300419997)"
2010,Minnesota,91%,9%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Minnesota
(46.35564873600049, -94.79420050299967)"
2004,Nebraska,87.30%,12.70%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Nebraska
(41.6410409880005, -99.36572062299967)"
2003,Rhode Island,89%,11%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Rhode Island
(41.70828019300046, -71.52247031399963)"
2008,Kansas,86.10%,13.90%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Kansas
(38.34774030000045, -98.20078122699965)"
2006,Arizona,76.70%,23.30%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Arizona
(34.865970280000454, -111.76381127699972)"
2002,Connecticut,89.10%,10.90%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Connecticut
(41.56266102000046, -72.64984095199964)"
1998,Nevada,83.80%,16.20%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Nevada
(39.493240390000494, -117.07184056399967)"
1999,Hawaii,89.70%,10.30%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Hawaii
(21.304850435000446, -157.85774940299973)"
1997,Illinois,88.70%,11.30%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Illinois
(40.48501028300046, -88.99771017799969)"
1996,Idaho,85%,15%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Idaho
(43.682630005000476, -114.3637300419997)"
1995,Colorado,83.50%,16.50%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Colorado
(38.843840757000464, -106.13361092099967)"
2008,Hawaii,93.70%,6.30%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Hawaii
(21.304850435000446, -157.85774940299973)"
2009,Utah,82.90%,17.10%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Utah
(39.360700171000474, -111.58713063499971)"
1997,South Carolina,82.40%,17.60%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"South Carolina
(33.998821303000454, -81.04537120699968)"
1998,Texas,72.50%,27.50%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Texas
(31.827240407000488, -99.42677020599967)"
2007,Utah,84.70%,15.30%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Utah
(39.360700171000474, -111.58713063499971)"
2008,South Dakota,87.70%,12.30%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"South Dakota
(44.353130053000484, -100.3735306369997)"
2006,Michigan,84.70%,15.30%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Michigan
(44.6613195430005, -84.71439026999968)"
2005,Kansas,86.80%,13.20%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Kansas
(38.34774030000045, -98.20078122699965)"
1996,Texas,71.70%,28.30%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Texas
(31.827240407000488, -99.42677020599967)"
2007,Hawaii,94%,6%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Hawaii
(21.304850435000446, -157.85774940299973)"
2007,Alabama,82.50%,17.50%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Alabama
(32.84057112200048, -86.63186076199969)"
1996,California,80.50%,19.50%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"California
(37.63864012300047, -120.99999953799971)"
2003,Louisiana,73.60%,26.40%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Louisiana
(31.31266064400046, -92.44568007099969)"
2003,Illinois,82.90%,17.10%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Illinois
(40.48501028300046, -88.99771017799969)"
2010,Delaware,90%,10%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Delaware
(39.008830667000495, -75.57774116799965)"
2008,Hawaii,92.40%,7.60%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Hawaii
(21.304850435000446, -157.85774940299973)"
1995,Georgia,88.70%,11.30%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Georgia
(32.83968109300048, -83.62758034599966)"
2004,Pennsylvania,88%,12%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Pennsylvania
(40.79373015200048, -77.86070029399963)"
1997,South Dakota,83.60%,16.40%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"South Dakota
(44.353130053000484, -100.3735306369997)"
2000,Alabama,80.60%,19.40%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Alabama
(32.84057112200048, -86.63186076199969)"
2002,Minnesota,93.20%,6.80%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Minnesota
(46.35564873600049, -94.79420050299967)"
1999,Colorado,86.10%,13.90%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Colorado
(38.843840757000464, -106.13361092099967)"
2002,Oregon,82.60%,17.40%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Oregon
(44.56744942400047, -120.15503132599969)"
2010,New York,88.60%,11.40%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"New York
(42.82700103200045, -75.54397042699964)"
2003,Arizona,83.30%,16.70%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Arizona
(34.865970280000454, -111.76381127699972)"
2002,Illinois,85.90%,14.10%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Illinois
(40.48501028300046, -88.99771017799969)"
1999,Georgia,84.40%,15.60%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Georgia
(32.83968109300048, -83.62758034599966)"
1997,Oklahoma,83%,17%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Oklahoma
(35.47203135600046, -97.52107021399968)"
2003,North Dakota,86.30%,13.70%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"North Dakota
(47.47531977900047, -100.11842104899966)"
2004,Missouri,84.30%,15.70%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Missouri
(38.635790776000476, -92.56630005299968)"
2007,West Virginia,83.10%,16.90%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"West Virginia
(38.66551020200046, -80.71264013499967)"
2000,Maine,86.40%,13.60%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Maine
(45.254228894000505, -68.98503133599962)"
1997,Florida,82.40%,17.60%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Florida
(28.932040377000476, -81.92896053899966)"
1999,Nebraska,91.90%,8.10%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Nebraska
(41.6410409880005, -99.36572062299967)"
1998,Hawaii,94.10%,5.90%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Hawaii
(21.304850435000446, -157.85774940299973)"
2001,Indiana,86.30%,13.70%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Indiana
(39.766910452000445, -86.14996019399968)"
2003,Minnesota,91.90%,8.10%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Minnesota
(46.35564873600049, -94.79420050299967)"
2001,Wisconsin,90.20%,9.80%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Wisconsin
(44.39319117400049, -89.81637074199966)"
1995,Rhode Island,87%,13%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Rhode Island
(41.70828019300046, -71.52247031399963)"
1996,Arkansas,78.30%,21.70%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Arkansas
(34.74865012400045, -92.27449074299966)"
2003,South Carolina,81.70%,18.30%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"South Carolina
(33.998821303000454, -81.04537120699968)"
2003,Georgia,81.20%,18.80%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Georgia
(32.83968109300048, -83.62758034599966)"
1998,Massachusetts,89.50%,10.50%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Massachusetts
(42.27687047000046, -72.08269067499964)"
1995,Massachusetts,89.50%,10.50%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Massachusetts
(42.27687047000046, -72.08269067499964)"
1997,Wisconsin,90.70%,9.30%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Wisconsin
(44.39319117400049, -89.81637074199966)"
2000,Iowa,89.10%,10.90%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Iowa
(42.46940091300047, -93.81649055599968)"
2000,Hawaii,93%,7%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Hawaii
(21.304850435000446, -157.85774940299973)"
2000,Alaska,81.90%,18.10%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Alaska
(64.84507995700051, -147.72205903599973)"
1997,New Jersey,88.30%,11.70%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"New Jersey
(40.13057004800049, -74.27369128799967)"
1997,Idaho,83.40%,16.60%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Idaho
(43.682630005000476, -114.3637300419997)"
1995,Maryland,89.30%,10.70%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Maryland
(39.29058096400047, -76.60926011099963)"
2004,New York,82.80%,17.20%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"New York
(42.82700103200045, -75.54397042699964)"
2010,Wyoming,80.40%,19.60%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Wyoming
(43.23554134300048, -108.10983035299967)"
2003,North Carolina,79.80%,20.20%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"North Carolina
(35.466220975000454, -79.15925046299964)"
2007,Connecticut,90.60%,9.40%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Connecticut
(41.56266102000046, -72.64984095199964)"
2004,Maryland,86.70%,13.30%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Maryland
(39.29058096400047, -76.60926011099963)"
1998,Washington,87.20%,12.80%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Washington
(47.52227862900048, -120.47001078999972)"
2007,Arizona,78.10%,21.90%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Arizona
(34.865970280000454, -111.76381127699972)"
2007,Louisiana,79.50%,20.50%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Louisiana
(31.31266064400046, -92.44568007099969)"
1995,West Virginia,80.10%,19.90%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"West Virginia
(38.66551020200046, -80.71264013499967)"
1995,Massachusetts,87.60%,12.40%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Massachusetts
(42.27687047000046, -72.08269067499964)"
2002,Rhode Island,88.40%,11.60%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Rhode Island
(41.70828019300046, -71.52247031399963)"
2006,South Dakota,86.50%,13.50%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"South Dakota
(44.353130053000484, -100.3735306369997)"
2005,Louisiana,74.60%,25.40%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Louisiana
(31.31266064400046, -92.44568007099969)"
2006,Maryland,88.20%,11.80%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Maryland
(39.29058096400047, -76.60926011099963)"
2004,District of Columbia,87.90%,12.10%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"District of Columbia
(38.89037138500049, -77.03196112699965)"
1999,Ohio,90%,10%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Ohio
(40.06021014100048, -82.40426005599966)"
2006,Utah,85%,15%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"Utah
(39.360700171000474, -111.58713063499971)"
2004,North Dakota,86.50%,13.50%,Health Care Access/Coverage,Do you have any kind of health care coverage?,"North Dakota
(47.47531977900047, -100.11842104899966)"
1999,Maine,83.90%,16.10%,Health Care Access/Coverage,Adults aged 18-64 who have any kind of health care coverage,"Maine
(45.254228894000505, -68.98503133599962)"
